2016-04-27 00,92,2022484408,0.0,0.0
2016-04-27 01,79,2022484408,0.0,0.0
2016-04-27 02,88,2022484408,0.0,0.0
2016-04-27 03,68,2022484408,0.0,0.0
2016-04-27 04,73,2022484408,0.0,0.0
2016-04-27 05,71,2022484408,0.0,0.0
2016-04-27 06,91,2022484408,0.0,0.0
2016-04-27 07,92,2022484408,0.0,0.0
2016-04-27 08,70,2022484408,0.0,0.0
2016-04-27 09,89,2022484408,64.0,1388.0
2016-04-27 10,89,2022484408,46.0,967.0
2016-04-27 11,62,2022484408,13.0,149.0
2016-04-27 12,74,2022484408,30.0,973.0
2016-04-27 13,69,2022484408,40.0,1313.0
2016-04-27 14,69,2022484408,38.0,688.0
2016-04-27 15,69,2022484408,11.0,303.0
2016-04-27 16,69,2022484408,23.0,702.0
2016-04-27 17,69,2022484408,18.0,600.0
2016-04-27 18,69,2022484408,83.0,2917.0
2016-04-27 19,69,2022484408,13.0,159.0
2016-04-27 20,69,2022484408,0.0,0.0
2016-04-27 21,69,2022484408,0.0,0.0
2016-04-27 22,69,2022484408,0.0,0.0
2016-04-27 23,69,2022484408,0.0,0.0
2016-04-28 00,69,2022484408,0.0,0.0
2016-04-28 01,64,2022484408,0.0,0.0
2016-04-28 02,76,2022484408,0.0,0.0
2016-04-28 03,63,2022484408,0.0,0.0
2016-04-28 04,67,2022484408,0.0,0.0
2016-04-28 05,66,2022484408,0.0,0.0
2016-04-28 06,67,2022484408,0.0,0.0
2016-04-28 07,68,2022484408,12.0,368.0
2016-04-28 08,75,2022484408,46.0,912.0
2016-04-28 09,66,2022484408,30.0,787.0
2016-04-28 10,67,2022484408,37.0,1567.0
2016-04-28 11,69,2022484408,31.0,858.0
2016-04-28 12,79,2022484408,71.0,2735.0
2016-04-28 13,68,2022484408,5.0,197.0
2016-04-28 14,68,2022484408,31.0,1198.0
2016-04-28 15,68,2022484408,4.0,101.0
2016-04-28 16,68,2022484408,24.0,487.0
2016-04-28 17,68,2022484408,24.0,516.0
2016-04-28 18,68,2022484408,13.0,166.0
2016-04-28 19,68,2022484408,6.0,64.0
2016-04-28 20,68,2022484408,15.0,184.0
2016-04-28 21,68,2022484408,0.0,0.0
2016-04-28 22,68,2022484408,0.0,0.0
2016-04-28 23,68,2022484408,0.0,0.0
2016-04-29 00,68,2022484408,0.0,0.0
2016-04-29 01,89,2022484408,0.0,0.0
2016-04-29 02,95,2022484408,0.0,0.0
2016-04-29 03,66,2022484408,0.0,0.0
2016-04-29 04,67,2022484408,0.0,0.0
2016-04-29 05,71,2022484408,0.0,0.0
2016-04-29 06,74,2022484408,0.0,0.0
2016-04-29 07,77,2022484408,0.0,0.0
2016-04-29 08,65,2022484408,20.0,662.0
2016-04-29 09,109,2022484408,112.0,1457.0
2016-04-29 10,89,2022484408,40.0,1012.0
2016-04-29 11,83,2022484408,35.0,1452.0
2016-04-29 12,84,2022484408,26.0,530.0
2016-04-29 13,108,2022484408,45.0,1163.0
2016-04-29 14,108,2022484408,47.0,1655.0
2016-04-29 15,108,2022484408,17.0,175.0
2016-04-29 16,108,2022484408,30.0,1035.0
2016-04-29 17,108,2022484408,21.0,437.0
2016-04-29 18,108,2022484408,14.0,315.0
2016-04-29 19,108,2022484408,17.0,352.0
2016-04-29 20,108,2022484408,0.0,0.0
2016-04-29 21,108,2022484408,0.0,0.0
2016-04-29 22,108,2022484408,0.0,0.0
2016-04-29 23,108,2022484408,0.0,0.0
2016-04-30 00,108,2022484408,0.0,0.0
2016-04-30 01,84,2022484408,0.0,0.0
2016-04-30 02,80,2022484408,0.0,0.0
2016-04-30 03,76,2022484408,0.0,0.0
2016-04-30 04,88,2022484408,0.0,0.0
2016-04-30 05,76,2022484408,0.0,0.0
2016-04-30 06,88,2022484408,12.0,437.0
2016-04-30 07,67,2022484408,16.0,347.0
2016-04-30 08,67,2022484408,4.0,52.0
2016-04-30 09,66,2022484408,12.0,127.0
